glottocode,name,level,iso639_3,family_id,family_name,parent_id,parent_name,macroareas,countries,latitude,longitude
tung1293,Tunggare,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",trt,geel1240,Geelvink Bay,bura1294,Burate-Wate,Papunesia,Indonesia,-3.37462,135.551
turo1239,Turoyo,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tru,afro1255,Afro-Asiatic,turo1240,Turoyo-Mlahso,Eurasia,Iraq;Lebanon;Syrian Arab Republic;Türkiye,37.2275,42.1451
taro1264,Seediq,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",trv,aust1307,Austronesian,atay1246,Atayalic,Papunesia,"China;Taiwan, Province of China",23.9032,121.358
torw1241,Torwali,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",trw,indo1319,Indo-European,dirs1236,Dir-Swat Kohistani,Eurasia,Pakistan,35.3101,72.5316
trin1271,Tringgus-Sembaan Bidayuh,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",trx,aust1307,Austronesian,bida1240,Bidayuh,Papunesia,Indonesia;Malaysia,1.4313,109.95
turu1249,Turung,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",try,taik1256,Tai-Kadai,uncl1540,Unclassified Sukaphic,Eurasia,India,26.3441,92.2676
tora1263,Torá,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",trz,chap1271,Chapacuran,more1264,Moreic,South America,Brazil,-6.19532,-61.7416
tsaa1242,Tsaangi,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tsa,atla1278,Atlantic-Congo,ndja1234,Ndjavi A,Africa,Congo;Gabon,-2.29245,12.7581
tsam1247,Tsamai,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tsb,afro1255,Afro-Asiatic,dull1239,Dullay,Africa,Ethiopia,5.3097,36.9139
tswa1255,Tswa,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tsc,atla1278,Atlantic-Congo,tswa1254,Tswa-Ronga (S.50),Africa,Mozambique;South Africa;Zimbabwe,-22.9891,32.4287
tsak1248,Tsakonian,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tsd,indo1319,Indo-European,nort3405,North Greek,Eurasia,Greece,37.1405,22.7341
tuni1249,Tunisian Sign Language,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tse,sign1238,Sign Language,ital1288,Italian Sign,Africa,Tunisia,36.49562,10.03348
taus1251,Tausug,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tsg,aust1307,Austronesian,butu1243,Butuan-Tausug,Papunesia,Indonesia;Malaysia;Philippines,5.12236,118.88
tsuv1243,Tsuvan,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tsh,afro1255,Afro-Asiatic,shar1250,Sharwa-Tsuvan,Africa,Cameroon,10.1551,13.628
nucl1649,Southern-Coastal Tsimshian,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tsi,tsim1258,Tsimshian,tsim1258,Tsimshian,North America,Canada;United States,52.59103,-128.544545
tsha1245,Tshangla,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tsj,sino1245,Sino-Tibetan,tsha1247,Tshanglic,Eurasia,Bhutan;China;India,27.3694,91.7741
sder1236,Derong-nJol Tibetan,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tsk,sino1245,Sino-Tibetan,kham1299,Kham-Hor,Eurasia,China,27.80464,89.19308
tsun1242,Ts'ün-Lao,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tsl,taik1256,Tai-Kadai,wenm1239,Wenma-Southwestern Tai,Eurasia,Lao People's Democratic Republic;Viet Nam,21.3616,102.926
turk1288,Turkish Sign Language,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tsm,sign1238,Sign Language,deaf1237,L1 Sign Language,Eurasia,Türkiye,41.02675,28.85551
tswa1253,Tswana,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tsn,atla1278,Atlantic-Congo,cent2406,Central Sotho-Tswana,Africa,Botswana;Namibia;South Africa;Zambia;Zimbabwe,-24.368,24.7587
tson1249,Tsonga,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tso,atla1278,Atlantic-Congo,tson1251,Tsongan,Africa,Mozambique;Eswatini;South Africa;Zimbabwe,-23.5754,31.8105
nort2787,Northern Toussian,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tsp,atla1278,Atlantic-Congo,tusi1238,Tusia,Africa,Burkina Faso,11.133,-4.88274
thai1240,Thai Sign Language,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tsq,sign1238,Sign Language,asli1244,ASLic,Eurasia,Thailand,13.7837,100.445
akei1237,Akei,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tsr,aust1307,Austronesian,west2845,Southwest Santo,Papunesia,Vanuatu,-15.6377,166.767
taiw1241,Taiwan Sign Language,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tss,sign1238,Sign Language,jsli1234,JSLic,Papunesia,China,25.0206,121.305
tond1249,Tondi Songway Kiini,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tst,song1307,Songhay,east2431,Eastern Songhay,Africa,Mali,15.262989,-2.816163
tsou1248,Tsou,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tsu,aust1307,Austronesian,tsou1250,Tsouic,Papunesia,"China;Taiwan, Province of China",23.216,120.787
tsog1243,Tsogo,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tsv,atla1278,Atlantic-Congo,sout3191,Southern Okani,Africa,Gabon,-1.55469,11.1359
tsis1238,Salka-Tsishingini,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tsw,atla1278,Atlantic-Congo,east2739,East Kambaric,Africa,Nigeria,10.2882,5.11073
muba1238,Mubami,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tsx,anim1240,Anim,west2867,West Inland Gulf of Papua,Papunesia,Papua New Guinea,-7.5501,142.998
tebu1240,Tebul Sign Language,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tsy,sign1238,Sign Language,deaf1237,L1 Sign Language,Africa,Mali,14.499995,-3.499957
pure1242,Purepecha,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tsz,tara1323,Tarascan,tara1323,Tarascan,North America,Mexico;United States,19.2467,-101.631
tute1247,Tutelo,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tta,siou1252,Siouan,ohio1234,Ohio Valley Siouan,North America,United States,37.67,-78.75
gaaa1245,Gaa,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ttb,atla1278,Atlantic-Congo,tiba1234,Tiba-Dong,Africa,Nigeria,8.4809,11.9603
tekt1235,Tektiteko,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ttc,maya1287,Mayan,mame1240,Mamean,North America,Guatemala;Mexico,15.4599,-92.1136
taua1242,Tauade,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ttd,,,,,Papunesia,Papua New Guinea,-8.3486,147.094
bwan1241,Bwanabwana,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tte,aust1307,Austronesian,suau1243,Suauic,Papunesia,Papua New Guinea,-10.6599,151.034
tuot1238,Tuotomb,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ttf,atla1278,Atlantic-Congo,west2826,West Mbam (A.40),Africa,Cameroon,4.65626,10.6592
tuto1241,Tutong,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ttg,aust1307,Austronesian,cent2272,Central Lower Baram A,Papunesia,Brunei Darussalam,4.74327,114.638
uppe1406,Upper Ta'oih,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tth,aust1305,Austroasiatic,ongt1234,Ong-Ta'oih,Eurasia,Lao People's Democratic Republic;Viet Nam,16.186515,107.056135
toba1266,Tobati,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tti,aust1307,Austronesian,east2911,Eastern Jayapura Bay,Papunesia,Indonesia,-2.56434,140.71
toor1238,Tooro,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ttj,atla1278,Atlantic-Congo,nyor1247,Nyoro-Tooro,Africa,"Congo, The Democratic Republic of the;Uganda",0.57291,30.6389
toto1306,Totoro,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ttk,barb1265,Barbacoan,coco1262,Coconucan,South America,Colombia,2.55149,-76.6379
tote1238,Totela,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ttl,atla1278,Atlantic-Congo,mach1269,Machili,Africa,Namibia;Zambia,-16.9575,24.3751
nort2941,Northern Tutchone,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ttm,atha1245,Athabaskan-Eyak-Tlingit,tutc1236,Tutchone,North America,Canada,62.8235,-136.644
towe1240,Towei,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ttn,pauw1244,Pauwasi,west2611,Western Pauwasi,Papunesia,Indonesia,-3.87428,140.803
lowe1395,Lower Ta'oih,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tto,aust1305,Austroasiatic,ongt1234,Ong-Ta'oih,Eurasia,Lao People's Democratic Republic,15.9083,106.873
tomb1245,Tombelala,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ttp,aust1307,Austronesian,pamo1251,Pamona-Tombelala,Papunesia,Indonesia,-2.50998,121.915
tawa1286,Tawallammat Tamajaq,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ttq,afro1255,Afro-Asiatic,sout3263,Southern Tuareg,Africa,Burkina Faso;Mali;Niger;Nigeria,13.9878,4.47692
tera1251,Tera,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ttr,afro1255,Afro-Asiatic,west2707,Western Tera,Africa,Nigeria,11.0376,11.80953
nort2741,Northeastern Thai,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tts,taik1256,Tai-Kadai,sako1234,Sakon Nakhon,Eurasia,Cambodia;Lao People's Democratic Republic;Thailand,16.03,103.67
musl1236,Muslim Tat,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ttt,indo1319,Indo-European,cauc1242,Caucasian Tat,Eurasia,"Azerbaijan;Iran, Islamic Republic of;Russian Federation",41.425062,46.645589
tora1259,Torau,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ttu,aust1307,Austronesian,mono1280,Mono-Uruavan,Papunesia,Papua New Guinea,-6.19922,155.496
tita1241,Titan,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ttv,aust1307,Austronesian,koro1314,Koro-Lele-Nali-Titan,Papunesia,Papua New Guinea,-2.18168,146.888
long1406,Western Lowland Kenyah,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ttw,aust1307,Austronesian,west2875,Western Lowland Kenyah-Penan,Papunesia,Malaysia,3.85226,114.82
sika1263,Sikaritai,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tty,lake1255,Lakes Plain,east2502,East Tariku,Papunesia,Indonesia,-2.80285,138.287
tsum1240,Tsum,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",ttz,sino1245,Sino-Tibetan,kyir1235,Kyirong-Kagate,Eurasia,China;Nepal,28.4719,85.0817
wiar1238,Wiarumus,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tua,nucl1708,Nuclear Torricelli,mand1470,Mandi-Muniwara,Papunesia,Papua New Guinea,-3.63409,143.756
tuba1278,Tübatulabal,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tub,utoa1244,Uto-Aztecan,nort2953,Northern Uto-Aztecan,North America,United States,35.327,-117.163
mutu1242,Mutu,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tuc,aust1307,Austronesian,tuam1243,Tuam,Papunesia,Papua New Guinea,-5.79405,148.014
tuxa1239,Tuxá,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tud,,,,,South America,Brazil,-8.953642,-38.2742287
tuyu1244,Tuyuca,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tue,tuca1253,Tucanoan,tuyu1245,Tuyuca-Yuruti,South America,Brazil;Colombia,0.39441,-70.043515
cent2150,Central Tunebo,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tuf,chib1249,Chibchan,tune1260,Tunebo,South America,"Colombia;Venezuela, Bolivarian Republic of",6.8867,-72.097
tuni1251,Tunia,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tug,atla1278,Atlantic-Congo,buan1246,Riverine Bua,Africa,Chad,9.42506,18.2059
taul1251,Taulil,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tuh,taul1250,Taulil-Butam,taul1250,Taulil-Butam,Papunesia,Papua New Guinea,-4.44425,152.095
tupu1244,Tupuri,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tui,atla1278,Atlantic-Congo,tupu1245,Tupuri-Mundang-Mambai,Africa,Cameroon;Chad,10.0144,14.8697
tugu1246,Tugutil,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tuj,nort2923,North Halmahera,tobe1251,Tobelo-Tugutil,Papunesia,Indonesia,0.5806,128.223
turk1304,Turkmen,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tuk,turk1311,Turkic,east2334,East Oghuz,Eurasia,"Afghanistan;Iraq;Iran, Islamic Republic of;Pakistan;Tajikistan;Turkmenistan;Türkiye;Uzbekistan",37.08719,59.17574
tula1252,Tula,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tul,atla1278,Atlantic-Congo,nucl1371,Nuclear Tulaic,Africa,Nigeria,9.84629,11.52551
tumb1250,Tumbuka,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tum,atla1278,Atlantic-Congo,tumb1252,Tumbukic,Africa,Malawi;Zambia,-11.3297,33.3738
tuni1252,Tunica,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tun,,,,,North America,United States,30.9888,-92.5403
tuca1252,Tucano,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tuo,tuca1253,Tucanoan,east2707,Eastern Eastern Tucanoan I,South America,Brazil;Colombia,0.579755,-69.5763
teda1241,Tedaga,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tuq,saha1256,Saharan,tebu1238,Tebu,Africa,Libya;Niger;Nigeria;Chad,18.0426,14.7717
nucl1301,Turkish,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tur,turk1311,Turkic,west2406,West Oghuz,Eurasia,"Albania;Armenia;Azerbaijan;Bulgaria;Cyprus;Georgia;Greece;Iraq;Iran, Islamic Republic of;North Macedonia;Syrian Arab Republic;Türkiye",39.8667,32.8667
tusc1257,Tuscarora,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tus,iroq1247,Iroquoian,tusc1256,Tuscarora-Nottoway,North America,Canada;United States,35.75362,-77.60117
tutu1242,Tututni,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tuu,atha1245,Athabaskan-Eyak-Tlingit,rogu1236,Rogue River,North America,United States,42.5563,-124.293
turk1308,Turkana,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tuv,nilo1247,Nilotic,turk1307,Turkanic,Africa,Ethiopia;Kenya;South Sudan;Uganda,4.30688,35.7101
tuxi1238,Tuxináwa,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tux,pano1259,Pano-Tacanan,pano1257,Pano Nawa,South America,Brazil,-9.74999,-69.0167
tuge1241,Tugen,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tuy,nilo1247,Nilotic,plat1260,Plateau Central Kalenjin,Africa,Kenya,0.66573,35.8499
turk1306,Turka,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tuz,atla1278,Atlantic-Congo,kirm1250,Kirma-Tyurama,Africa,Burkina Faso;Côte d'Ivoire,10.7114,-4.92082
vagh1249,Vaghua,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tva,aust1307,Austronesian,west2856,West Choiseul,Papunesia,Solomon Islands,-6.68712,156.542
tsuv1239,Tsuvadi,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tvd,atla1278,Atlantic-Congo,east2739,East Kambaric,Africa,Nigeria,10.8421,5.22095
teun1241,Te'un,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tve,aust1307,Austronesian,teun1242,Teun-Nila-Serua,Papunesia,Indonesia,-6.97086,129.143718
sout2859,Southeast Ambrym,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tvk,aust1307,Austronesian,ambr1240,Ambrym,Papunesia,Vanuatu,-16.2975,168.211
tuva1244,Tuvalu,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tvl,aust1307,Austronesian,elli1239,Ellicean,Papunesia,Fiji;Kiribati;Nauru;New Zealand;Tuvalu,-8.520813,179.198088
tela1241,Tela-Masbuar,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tvm,aust1307,Austronesian,sout2882,Southwest Babar,Papunesia,Indonesia,-8.01195,129.687
tavo1242,Tavoyan,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tvn,sino1245,Sino-Tibetan,nucl1811,Nuclear Mranmaic,Eurasia,Myanmar,14.1078,98.194
tido1248,Tidore,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tvo,nort2923,North Halmahera,tern1246,Ternatean,Papunesia,Indonesia,0.02461,127.746
tave1240,Taveta,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tvs,atla1278,Atlantic-Congo,pare1274,Pare-Taveta,Africa,"Kenya;Tanzania, United Republic of",-3.41822,37.7061
tuts1235,Tutsa Naga,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tvt,sino1245,Sino-Tibetan,tuts1236,Tutsic,Eurasia,India,27.161,95.8
tune1261,Tunen,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tvu,atla1278,Atlantic-Congo,mand1474,Mandi-Nyokon,Africa,Cameroon,4.75,10.67
sedo1237,Sedoa,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tvw,aust1307,Austronesian,kail1254,Greater Kaili,Papunesia,Indonesia,-1.37295,120.378
timo1258,Timor Pidgin,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tvy,indo1319,Indo-European,luso1234,Luso-Asian Creole,Papunesia,Timor-Leste,-8.65995,125.59
twan1247,Twana,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",twa,sali1255,Salishan,cent2129,Central Salish,North America,United States,47.48952,-123.21227
west2559,Western Tawbuid,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",twb,aust1307,Austronesian,bata1318,Batangan,Papunesia,Philippines,12.8227,121.026
tesh1239,Teshenawa,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",twc,afro1255,Afro-Asiatic,shir1276,Shira,Africa,Nigeria,9.64189,8.35594
twen1241,Twents,"LanguoidLevel(ordinal=3, id='dialect', description='any variety which is not a language')",twd,indo1319,Indo-European,west2356,Westphalic,Eurasia,Germany;Netherlands,52.2926,6.77085
teiw1235,Teiwa,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",twe,timo1261,Timor-Alor-Pantar,teiw1236,Teiwa-Sar,Papunesia,Indonesia,-8.37662,124.174
nort1550,Taos Northern Tiwa,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",twf,kiow1265,Kiowa-Tanoan,taos1246,Taos-Picuris,North America,United States,36.4277,-105.604
tere1277,Tereweng,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",twg,timo1261,Timor-Alor-Pantar,blag1241,Blagaric,Papunesia,Indonesia,-8.48063,124.271
taid1250,Tai Dón,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",twh,taik1256,Tai-Kadai,whit1265,White Tai,Eurasia,China;Lao People's Democratic Republic;Viet Nam,21.84898,103.570496667
twii1234,Twi,"LanguoidLevel(ordinal=3, id='dialect', description='any variety which is not a language')",twi,atla1278,Atlantic-Congo,akan1250,Akan,Africa,,,
tawa1270,Tawara,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",twl,atla1278,Atlantic-Congo,cent2310,Central Shona,Africa,Mozambique;Zimbabwe,-16.0167,31.621
tawa1289,Tawang Monpa,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",twm,book1242,Bookkeeping,book1242,Bookkeeping,Eurasia,Bhutan;China;India,27.7686,92.1838
twen1242,Cambap-Langa,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",twn,atla1278,Atlantic-Congo,east2806,Eastern Mambila,Africa,Cameroon,6.36656,11.7002
tswa1237,Tswapong,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",two,atla1278,Atlantic-Congo,sepe1241,Sepedic,Africa,Botswana;South Africa,-23.40552,27.42009
eree1241,Ere,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",twp,aust1307,Austronesian,kurt1251,Kurti-Kele-Ere,Papunesia,Papua New Guinea,-2.15569,147.083
tasa1240,Tasawaq,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",twq,song1307,Songhay,nort2823,Northern Songhay,Africa,Niger;Nigeria,16.7814,6.92037
sout2971,Southwestern Tarahumara,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",twr,utoa1244,Uto-Aztecan,uncl1537,Unclassified Tarahumaran,North America,Mexico,27.0314,-107.578
turi1247,Turiwára,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",twt,tupi1275,Tupian,tupi1285,Tupi-Guarani Subgroup IV.B,South America,Brazil,-2.0,-49.5
term1237,Termanu,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",twu,aust1307,Austronesian,cent2375,Central East Rote,Papunesia,Indonesia,-10.7326,123.169
tuwa1242,Tuwari,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tww,wali1264,Walioic,wali1264,Walioic,Papunesia,Papua New Guinea,-4.80315,142.095
tewe1238,Tewe,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",twx,atla1278,Atlantic-Congo,plat1259,Plateau Shona,Africa,Mozambique,-18.4459,33.8246
tawo1243,Tawoyan,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",twy,aust1307,Austronesian,nort2888,North East Greater Barito,Papunesia,Indonesia,-1.30017,115.204
tomb1244,Tombonuo,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",txa,aust1307,Austronesian,pait1248,Paitanic,Papunesia,Malaysia,6.2892,117.322
tokh1243,Tokharian B,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",txb,indo1319,Indo-European,tokh1241,Tokharian,Eurasia,China,41.65,82.9
tset1236,Tsetsaut,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",txc,atha1245,Athabaskan-Eyak-Tlingit,atha1247,Athabaskan,North America,Canada,55.5,-130.08
toto1304,Totoli,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",txe,aust1307,Austronesian,toli1244,Tolitoli,Papunesia,Indonesia,1.14995,120.875
tang1334,Tangut,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",txg,sino1245,Sino-Tibetan,horp1240,Horpa,Eurasia,China,38.894904,102.246464
thra1250,Thracian,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",txh,indo1319,Indo-European,uncl1527,Unclassified Indo-European,Eurasia,Bulgaria,42.115469,24.711977
ikpe1245,Ikpeng,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",txi,cari1283,Cariban,xing1247,Xinguan,South America,Brazil,-11.37822,-53.49553
tarj1235,Tarjumo,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",txj,saha1256,Saharan,kane1244,Kanembuic,Africa,Nigeria,11.852298,13.157959
tomi1243,Tomini,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",txm,aust1307,Austronesian,nort2897,Northern Tomini,Papunesia,Indonesia,0.42569,120.89
west2538,West Tarangan,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",txn,aust1307,Austronesian,aruu1241,Aru,Papunesia,Indonesia,-6.62046,134.168
toto1302,Toto,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",txo,sino1245,Sino-Tibetan,dhim1247,Dhimal-Lhokpu-Toto,Eurasia,India,26.67,88.975
tiii1241,Tii,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",txq,aust1307,Austronesian,east2858,Nuclear Rote,Papunesia,Indonesia,-10.8425,122.963
tart1237,Tartessian,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",txr,uncl1493,Unclassifiable,uncl1493,Unclassifiable,Eurasia,Portugal,37.23754,-8.12394
tons1240,Tonsea,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",txs,aust1307,Austronesian,nort2887,Northeast Minahasan,Papunesia,Indonesia,1.51393,125.052
cita1245,Citak,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",txt,nucl1709,Nuclear Trans New Guinea,cita1246,Citak Asmat,Papunesia,Indonesia,-5.58276,139.461
kaya1330,Mebengokre,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",txu,nucl1710,Nuclear-Macro-Je,core1264,Northern Je,South America,Brazil,-7.77352,-51.6737
tata1257,Tatana,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",txx,aust1307,Austronesian,grea1294,Greater Murutic,Papunesia,Malaysia,5.49808,115.553
tano1246,Tanosy Malagasy,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",txy,aust1307,Austronesian,bara1407,Bara-Tanosy,Africa,Madagascar,-24.9186,47.1357
tauy1241,Tauya,"LanguoidLevel(ordinal=2, id='language', description='defined by mutual non-intellegibility')",tya,nucl1709,Nuclear Trans New Guinea,unun9972,Unclassified Rai Coast,Papunesia,Papua New Guinea,-5.74255,145.366
